accession	secondary_sample_accession	bio_material	cell_line	cell_type	collected_by	collection_date	country	cultivar	culture_collection	description	dev_stage	ecotype	environmental_sample	first_public	germline	identified_by	isolate	isolation_source	location	mating_type	serotype	serovar	sex	submitted_sex	specimen_voucher	strain	sub_species	sub_strain	tissue_lib	tissue_type	variety	tax_id	scientific_name	sample_alias	checklist	center_name	depth	elevation	altitude	environment_biome	environment_feature	environment_material	temperature	salinity	sampling_campaign	sampling_site	sampling_platform	protocol_label	project_name	host	host_tax_id	host_status	host_sex	submitted_host_sex	host_body_site	host_gravidity	host_phenotype	host_genotype	host_growth_conditions	environmental_package	investigation_type	experimental_factor	sample_collection	sequencing_method	target_gene	ph	broker_name
SAMEA37596418	ERS1488243									SAMPLE_WTCHG_337908_250119			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337908_250119	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37597168	ERS1488244									SAMPLE_WTCHG_337908_250178			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337908_250178	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37597918	ERS1488245									SAMPLE_WTCHG_337908_251131			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337908_251131	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37599418	ERS1488247									SAMPLE_WTCHG_337908_252143			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337908_252143	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37600168	ERS1488248									SAMPLE_WTCHG_337908_252154			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337908_252154	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37600918	ERS1488249									SAMPLE_WTCHG_337908_253142			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337908_253142	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37601668	ERS1488250									SAMPLE_WTCHG_337908_253155			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337908_253155	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37602418	ERS1488251									SAMPLE_WTCHG_337908_254130			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337908_254130	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37603168	ERS1488252									SAMPLE_WTCHG_337908_254167			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337908_254167	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37603918	ERS1488253									SAMPLE_WTCHG_337908_255118			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337908_255118	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37604668	ERS1488254									SAMPLE_WTCHG_337908_255179			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337908_255179	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37605418	ERS1488255									SAMPLE_WTCHG_337908_256106			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337908_256106	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37606168	ERS1488256									SAMPLE_WTCHG_337908_256191			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337908_256191	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37606918	ERS1488257									SAMPLE_WTCHG_337908_257108			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337908_257108	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37607668	ERS1488258									SAMPLE_WTCHG_337908_257189			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337908_257189	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37608418	ERS1488259									SAMPLE_WTCHG_337908_258120			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337908_258120	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37609168	ERS1488260									SAMPLE_WTCHG_337908_258177			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337908_258177	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37609918	ERS1488261									SAMPLE_WTCHG_337908_259132			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337908_259132	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37610668	ERS1488262									SAMPLE_WTCHG_337908_259165			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337908_259165	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37612168	ERS1488264									SAMPLE_WTCHG_337908_260153			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337908_260153	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37612918	ERS1488265									SAMPLE_WTCHG_337908_261141			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337908_261141	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37613668	ERS1488266									SAMPLE_WTCHG_337908_261156			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337908_261156	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37614418	ERS1488267									SAMPLE_WTCHG_337908_262129			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337908_262129	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37615168	ERS1488268									SAMPLE_WTCHG_337908_262168			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337908_262168	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37615918	ERS1488269									SAMPLE_WTCHG_337908_263117			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337908_263117	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37616668	ERS1488270									SAMPLE_WTCHG_337908_263180			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337908_263180	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37617418	ERS1488271									SAMPLE_WTCHG_337908_264105			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337908_264105	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37618918	ERS1488273									SAMPLE_WTCHG_337908_265109			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337908_265109	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37619668	ERS1488274									SAMPLE_WTCHG_337908_265188			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337908_265188	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37620418	ERS1488275									SAMPLE_WTCHG_337908_266121			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337908_266121	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37621168	ERS1488276									SAMPLE_WTCHG_337908_266176			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337908_266176	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37621918	ERS1488277									SAMPLE_WTCHG_337908_267133			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337908_267133	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37622668	ERS1488278									SAMPLE_WTCHG_337908_267164			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337908_267164	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37623418	ERS1488279									SAMPLE_WTCHG_337908_268145			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337908_268145	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37624918	ERS1488281									SAMPLE_WTCHG_337908_269140			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337908_269140	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37625668	ERS1488282									SAMPLE_WTCHG_337908_269157			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337908_269157	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37626418	ERS1488283									SAMPLE_WTCHG_337908_270128			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337908_270128	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37627168	ERS1488284									SAMPLE_WTCHG_337908_270169			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337908_270169	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37627918	ERS1488285									SAMPLE_WTCHG_337908_271116			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337908_271116	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37628668	ERS1488286									SAMPLE_WTCHG_337908_271181			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337908_271181	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37629418	ERS1488287									SAMPLE_WTCHG_337908_272104			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337908_272104	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37630168	ERS1488288									SAMPLE_WTCHG_337908_272193			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337908_272193	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37630918	ERS1488289									SAMPLE_WTCHG_337908_273110			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337908_273110	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37632418	ERS1488291									SAMPLE_WTCHG_337908_274122			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337908_274122	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37633168	ERS1488292									SAMPLE_WTCHG_337908_274175			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337908_274175	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37634668	ERS1488294									SAMPLE_WTCHG_337908_275163			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337908_275163	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37635418	ERS1488295									SAMPLE_WTCHG_337908_276146			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337908_276146	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37636168	ERS1488296									SAMPLE_WTCHG_337908_276151			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337908_276151	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37636918	ERS1488297									SAMPLE_WTCHG_337908_277139			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337908_277139	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37637668	ERS1488298									SAMPLE_WTCHG_337908_277158			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337908_277158	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37638418	ERS1488299									SAMPLE_WTCHG_337908_278127			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337908_278127	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37639918	ERS1488301									SAMPLE_WTCHG_337908_279115			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337908_279115	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37640668	ERS1488302									SAMPLE_WTCHG_337908_279182			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337908_279182	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37641418	ERS1488303									SAMPLE_WTCHG_337908_280103			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337908_280103	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37642168	ERS1488304									SAMPLE_WTCHG_337908_280194			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337908_280194	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37642918	ERS1488305									SAMPLE_WTCHG_337908_281111			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337908_281111	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37643668	ERS1488306									SAMPLE_WTCHG_337908_281186			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337908_281186	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37644418	ERS1488307									SAMPLE_WTCHG_337908_282123			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337908_282123	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37645168	ERS1488308									SAMPLE_WTCHG_337908_282174			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337908_282174	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37645918	ERS1488309									SAMPLE_WTCHG_337908_283135			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337908_283135	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37646668	ERS1488310									SAMPLE_WTCHG_337908_283162			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337908_283162	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37647418	ERS1488311									SAMPLE_WTCHG_337908_284147			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337908_284147	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37648918	ERS1488313									SAMPLE_WTCHG_337908_285138			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337908_285138	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37649668	ERS1488314									SAMPLE_WTCHG_337908_285159			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337908_285159	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37650418	ERS1488315									SAMPLE_WTCHG_337908_286126			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337908_286126	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37651168	ERS1488316									SAMPLE_WTCHG_337908_286171			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337908_286171	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37651918	ERS1488317									SAMPLE_WTCHG_337908_287114			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337908_287114	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37653418	ERS1488319									SAMPLE_WTCHG_337908_288102			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337908_288102	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37654168	ERS1488320									SAMPLE_WTCHG_337908_288195			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337908_288195	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37654918	ERS1488321									SAMPLE_WTCHG_337908_289112			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337908_289112	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37655668	ERS1488322									SAMPLE_WTCHG_337908_289185			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337908_289185	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37656418	ERS1488323									SAMPLE_WTCHG_337908_290124			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337908_290124	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37657918	ERS1488325									SAMPLE_WTCHG_337908_291136			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337908_291136	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37658668	ERS1488326									SAMPLE_WTCHG_337908_291161			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337908_291161	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37659418	ERS1488327									SAMPLE_WTCHG_337908_292148			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337908_292148	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37660168	ERS1488328									SAMPLE_WTCHG_337908_292149			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337908_292149	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37660918	ERS1488329									SAMPLE_WTCHG_337908_293137			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337908_293137	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37661668	ERS1488330									SAMPLE_WTCHG_337908_293160			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337908_293160	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37662418	ERS1488331									SAMPLE_WTCHG_337908_294125			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337908_294125	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37663168	ERS1488332									SAMPLE_WTCHG_337908_294172			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337908_294172	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37663918	ERS1488333									SAMPLE_WTCHG_337908_295113			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337908_295113	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37664668	ERS1488334									SAMPLE_WTCHG_337908_295184			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337908_295184	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37666168	ERS1488336									SAMPLE_WTCHG_337908_296196			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337908_296196	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37667668	ERS1488338									SAMPLE_WTCHG_337909_201196			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337909_201196	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37669168	ERS1488340									SAMPLE_WTCHG_337909_202184			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337909_202184	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37669918	ERS1488341									SAMPLE_WTCHG_337909_203125			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337909_203125	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37670668	ERS1488342									SAMPLE_WTCHG_337909_203172			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337909_203172	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37672168	ERS1488344									SAMPLE_WTCHG_337909_204160			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337909_204160	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37672918	ERS1488345									SAMPLE_WTCHG_337909_205148			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337909_205148	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37673668	ERS1488346									SAMPLE_WTCHG_337909_205149			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337909_205149	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37674418	ERS1488347									SAMPLE_WTCHG_337909_206136			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337909_206136	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37675168	ERS1488348									SAMPLE_WTCHG_337909_206161			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337909_206161	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37675918	ERS1488349									SAMPLE_WTCHG_337909_207124			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337909_207124	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37676668	ERS1488350									SAMPLE_WTCHG_337909_207173			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337909_207173	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37677418	ERS1488351									SAMPLE_WTCHG_337909_208112			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337909_208112	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37678168	ERS1488352									SAMPLE_WTCHG_337909_208185			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337909_208185	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37678918	ERS1488353									SAMPLE_WTCHG_337909_209102			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337909_209102	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37679668	ERS1488354									SAMPLE_WTCHG_337909_209195			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337909_209195	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37680418	ERS1488355									SAMPLE_WTCHG_337909_210114			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337909_210114	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37681168	ERS1488356									SAMPLE_WTCHG_337909_210183			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337909_210183	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37681918	ERS1488357									SAMPLE_WTCHG_337909_211126			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337909_211126	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37682668	ERS1488358									SAMPLE_WTCHG_337909_211171			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337909_211171	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37683418	ERS1488359									SAMPLE_WTCHG_337909_212138			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337909_212138	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37684168	ERS1488360									SAMPLE_WTCHG_337909_212159			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337909_212159	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37684918	ERS1488361									SAMPLE_WTCHG_337909_213147			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337909_213147	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37685668	ERS1488362									SAMPLE_WTCHG_337909_213150			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337909_213150	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37686418	ERS1488363									SAMPLE_WTCHG_337909_214135			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337909_214135	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37687918	ERS1488365									SAMPLE_WTCHG_337909_215123			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337909_215123	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37688668	ERS1488366									SAMPLE_WTCHG_337909_215174			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337909_215174	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37689418	ERS1488367									SAMPLE_WTCHG_337909_216111			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337909_216111	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37690168	ERS1488368									SAMPLE_WTCHG_337909_216186			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337909_216186	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37690918	ERS1488369									SAMPLE_WTCHG_337909_217103			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337909_217103	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37691668	ERS1488370									SAMPLE_WTCHG_337909_217194			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337909_217194	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37692418	ERS1488371									SAMPLE_WTCHG_337909_218115			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337909_218115	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37693168	ERS1488372									SAMPLE_WTCHG_337909_218182			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337909_218182	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37693918	ERS1488373									SAMPLE_WTCHG_337909_219127			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337909_219127	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37694668	ERS1488374									SAMPLE_WTCHG_337909_219170			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337909_219170	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37695418	ERS1488375									SAMPLE_WTCHG_337909_220139			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337909_220139	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37696168	ERS1488376									SAMPLE_WTCHG_337909_220158			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337909_220158	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37696918	ERS1488377									SAMPLE_WTCHG_337909_221146			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337909_221146	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37697668	ERS1488378									SAMPLE_WTCHG_337909_221151			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337909_221151	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37698418	ERS1488379									SAMPLE_WTCHG_337909_222134			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337909_222134	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37699168	ERS1488380									SAMPLE_WTCHG_337909_222163			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337909_222163	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37699918	ERS1488381									SAMPLE_WTCHG_337909_223122			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337909_223122	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37700668	ERS1488382									SAMPLE_WTCHG_337909_223175			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337909_223175	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37701418	ERS1488383									SAMPLE_WTCHG_337909_224110			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337909_224110	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37702168	ERS1488384									SAMPLE_WTCHG_337909_224187			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337909_224187	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37702918	ERS1488385									SAMPLE_WTCHG_337909_225104			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337909_225104	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37703668	ERS1488386									SAMPLE_WTCHG_337909_225193			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337909_225193	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37704418	ERS1488387									SAMPLE_WTCHG_337909_226116			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337909_226116	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37705168	ERS1488388									SAMPLE_WTCHG_337909_226181			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337909_226181	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA37706668	ERS1488390									SAMPLE_WTCHG_337909_227169			false	2017-01-03	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_337909_227169	ERC000011	University of Oxford																															MAIDEN_OX
