accession	secondary_sample_accession	bio_material	cell_line	cell_type	collected_by	collection_date	country	cultivar	culture_collection	description	dev_stage	ecotype	environmental_sample	first_public	germline	identified_by	isolate	isolation_source	location	mating_type	serotype	serovar	sex	submitted_sex	specimen_voucher	strain	sub_species	sub_strain	tissue_lib	tissue_type	variety	tax_id	scientific_name	sample_alias	checklist	center_name	depth	elevation	altitude	environment_biome	environment_feature	environment_material	temperature	salinity	sampling_campaign	sampling_site	sampling_platform	protocol_label	project_name	host	host_tax_id	host_status	host_sex	submitted_host_sex	host_body_site	host_gravidity	host_phenotype	host_genotype	host_growth_conditions	environmental_package	investigation_type	experimental_factor	sample_collection	sequencing_method	target_gene	ph	broker_name
SAMEA1677470	ERS168297									This sample has been submitted by Wellcome Sanger Institute on 2012-09-05; Neisseria meningitidis			false	2013-01-21	false																	487	Neisseria meningitidis	OX9931111-sc-2012-09-05T16:21:11Z-1476430		Wellcome Sanger Institute																															
SAMEA1677471	ERS168300									This sample has been submitted by Wellcome Sanger Institute on 2012-09-05; Neisseria meningitidis			false	2013-01-21	false																	487	Neisseria meningitidis	OX9931197a-sc-2012-09-05T16:21:13Z-1476433		Wellcome Sanger Institute																															
SAMEA1677472	ERS168399									This sample has been submitted by Wellcome Sanger Institute on 2012-09-05; Neisseria meningitidis			false	2013-01-21	false																	487	Neisseria meningitidis	OX01062124-sc-2012-09-05T16:22:26Z-1476532		Wellcome Sanger Institute																															
SAMEA1677473	ERS168357									This sample has been submitted by Wellcome Sanger Institute on 2012-09-05; Neisseria meningitidis			false	2013-01-21	false																	487	Neisseria meningitidis	OX0052474-sc-2012-09-05T16:21:56Z-1476490		Wellcome Sanger Institute																															
SAMEA1677474	ERS168353									This sample has been submitted by Wellcome Sanger Institute on 2012-09-05; Neisseria meningitidis			false	2013-01-21	false																	487	Neisseria meningitidis	OX0052076-sc-2012-09-05T16:21:52Z-1476486		Wellcome Sanger Institute																															
SAMEA1677475	ERS168299									This sample has been submitted by Wellcome Sanger Institute on 2012-09-05; Neisseria meningitidis			false	2013-01-21	false																	487	Neisseria meningitidis	OX9931165-sc-2012-09-05T16:21:12Z-1476432		Wellcome Sanger Institute																															
SAMEA1677476	ERS168298									This sample has been submitted by Wellcome Sanger Institute on 2012-09-05; Neisseria meningitidis			false	2013-01-21	false																	487	Neisseria meningitidis	OX9931152a-sc-2012-09-05T16:21:12Z-1476431		Wellcome Sanger Institute																															
SAMEA1677477	ERS168354									This sample has been submitted by Wellcome Sanger Institute on 2012-09-05; Neisseria meningitidis			false	2013-01-21	false																	487	Neisseria meningitidis	OX0052120-sc-2012-09-05T16:21:53Z-1476487		Wellcome Sanger Institute																															
SAMEA1677480	ERS168355									This sample has been submitted by Wellcome Sanger Institute on 2012-09-05; Neisseria meningitidis			false	2013-01-21	false																	487	Neisseria meningitidis	OX0052162-sc-2012-09-05T16:21:54Z-1476488		Wellcome Sanger Institute																															
SAMEA1677482	ERS168351									This sample has been submitted by Wellcome Sanger Institute on 2012-09-05; Neisseria meningitidis			false	2013-01-21	false																	487	Neisseria meningitidis	OX0051423-sc-2012-09-05T16:21:51Z-1476484		Wellcome Sanger Institute																															
SAMEA1677484	ERS168272									This sample has been submitted by Wellcome Sanger Institute on 2012-09-05; Neisseria meningitidis			false	2013-01-21	false																	487	Neisseria meningitidis	OX9930030b-sc-2012-09-05T16:20:50Z-1476405		Wellcome Sanger Institute																															
SAMEA1677486	ERS168352									This sample has been submitted by Wellcome Sanger Institute on 2012-09-05; Neisseria meningitidis			false	2013-01-21	false																	487	Neisseria meningitidis	OX0052019-sc-2012-09-05T16:21:52Z-1476485		Wellcome Sanger Institute																															
SAMEA1677488	ERS168273									This sample has been submitted by Wellcome Sanger Institute on 2012-09-05; Neisseria meningitidis			false	2013-01-21	false																	487	Neisseria meningitidis	OX9930099b-sc-2012-09-05T16:20:53Z-1476406		Wellcome Sanger Institute																															
SAMEA1677489	ERS168330									This sample has been submitted by Wellcome Sanger Institute on 2012-09-05; Neisseria meningitidis			false	2013-01-21	false																	487	Neisseria meningitidis	OX9932412-sc-2012-09-05T16:21:35Z-1476463		Wellcome Sanger Institute																															
SAMEA1677490	ERS168350									This sample has been submitted by Wellcome Sanger Institute on 2012-09-05; Neisseria meningitidis			false	2013-01-21	false																	487	Neisseria meningitidis	OX0051404-sc-2012-09-05T16:21:50Z-1476483		Wellcome Sanger Institute																															
SAMEA1677492	ERS168309									This sample has been submitted by Wellcome Sanger Institute on 2012-09-05; Neisseria meningitidis			false	2013-01-21	false																	487	Neisseria meningitidis	OX9931550-sc-2012-09-05T16:21:19Z-1476442		Wellcome Sanger Institute																															
SAMEA1705939	ERS000039									This sample has been submitted by European Bioinformatics Institute on 2010-02-26; Neisseria meningitidis FAM18			false	2010-02-26	false				36.0 N 79.0 W													272831	Neisseria meningitidis FAM18	000122_GCAT-20090507		European Bioinformatics Institute														Homo sapiens	9606																ENA
SAMEA1705949	ERS000061					1983-01-01				This sample has been submitted by European Bioinformatics Institute on 2010-02-26; Neisseria meningitidis Z2491			false	2010-02-26	false				13.4 N 15.0 W													122587	Neisseria meningitidis Z2491	000580_GCAT-20090507		European Bioinformatics Institute														Homo sapiens	9606																ENA
SAMEA1705992	ERS006827									This sample has been submitted by Wellcome Sanger Institute on 2010-03-17; Neisseria meningitidis			false	2012-03-18	false											OX9930030						487	Neisseria meningitidis	9930030-sc-2010-05-07-4733		Wellcome Sanger Institute																															
SAMEA1705993	ERS006828									This sample has been submitted by Wellcome Sanger Institute on 2010-03-17; Neisseria meningitidis			false	2012-03-18	false											OX9930090						487	Neisseria meningitidis	9930090-sc-2010-05-07-4734		Wellcome Sanger Institute																															
SAMEA1705994	ERS006829									This sample has been submitted by Wellcome Sanger Institute on 2010-03-17; Neisseria meningitidis			false	2012-03-18	false											OX9930110						487	Neisseria meningitidis	9930110-sc-2010-05-07-4735		Wellcome Sanger Institute																															
SAMEA1705995	ERS006831									This sample has been submitted by Wellcome Sanger Institute on 2010-03-17; Neisseria meningitidis			false	2012-03-18	false											OX9930499						487	Neisseria meningitidis	9930499-sc-2010-05-07-4737		Wellcome Sanger Institute																															
SAMEA1705996	ERS006832									This sample has been submitted by Wellcome Sanger Institute on 2010-03-17; Neisseria meningitidis			false	2012-03-18	false											OX9930539						487	Neisseria meningitidis	9930539-sc-2010-05-07-4738		Wellcome Sanger Institute																															
SAMEA1705997	ERS006835									This sample has been submitted by Wellcome Sanger Institute on 2010-03-17; Neisseria meningitidis			false	2012-03-18	false											OX9930826						487	Neisseria meningitidis	9930826-sc-2010-05-07-4741		Wellcome Sanger Institute																															
SAMEA1705998	ERS006834									This sample has been submitted by Wellcome Sanger Institute on 2010-03-17; Neisseria meningitidis			false	2012-03-18	false											OX9930681						487	Neisseria meningitidis	9930681-sc-2010-05-07-4740		Wellcome Sanger Institute																															
SAMEA1705999	ERS006836									This sample has been submitted by Wellcome Sanger Institute on 2010-03-17; Neisseria meningitidis			false	2012-03-18	false											OX9930864						487	Neisseria meningitidis	9930864-sc-2010-05-07-4742		Wellcome Sanger Institute																															
SAMEA1706000	ERS006837									This sample has been submitted by Wellcome Sanger Institute on 2010-03-17; Neisseria meningitidis			false	2012-03-18	false											OX9930906						487	Neisseria meningitidis	9930906-sc-2010-05-07-4743		Wellcome Sanger Institute																															
SAMEA1706001	ERS006878									This sample has been submitted by Wellcome Sanger Institute on 2010-03-17; Neisseria meningitidis			false	2012-03-18	false											OX9931967						487	Neisseria meningitidis	9931967-sc-2010-05-07-6456		Wellcome Sanger Institute																															
SAMEA1706002	ERS006879									This sample has been submitted by Wellcome Sanger Institute on 2010-03-17; Neisseria meningitidis			false	2012-03-18	false											OX9931990						487	Neisseria meningitidis	9931990-sc-2010-05-07-6457		Wellcome Sanger Institute																															
SAMEA1706003	ERS006881									This sample has been submitted by Wellcome Sanger Institute on 2010-03-17; Neisseria meningitidis			false	2012-03-18	false											OX9932015						487	Neisseria meningitidis	9932015-sc-2010-05-07-6459		Wellcome Sanger Institute																															
SAMEA1706004	ERS006882									This sample has been submitted by Wellcome Sanger Institute on 2010-03-17; Neisseria meningitidis			false	2012-03-18	false											OX9932020						487	Neisseria meningitidis	9932020-sc-2010-05-07-6460		Wellcome Sanger Institute																															
SAMEA1706005	ERS006895									This sample has been submitted by Wellcome Sanger Institute on 2010-03-17; Neisseria meningitidis			false	2012-03-18	false											OX9930945_1						487	Neisseria meningitidis	9930945_1-sc-2010-05-07-9606		Wellcome Sanger Institute																															
SAMEA1706006	ERS006883									This sample has been submitted by Wellcome Sanger Institute on 2010-03-17; Neisseria meningitidis			false	2012-03-18	false											OX9932077						487	Neisseria meningitidis	9932077-sc-2010-05-07-6461		Wellcome Sanger Institute																															
SAMEA1706007	ERS006897									This sample has been submitted by Wellcome Sanger Institute on 2010-03-17; Neisseria meningitidis			false	2012-03-18	false											OX9930434_1						487	Neisseria meningitidis	9930434_1-sc-2010-05-07-9608		Wellcome Sanger Institute																															
SAMEA1706008	ERS006900									This sample has been submitted by Wellcome Sanger Institute on 2010-03-17; Neisseria meningitidis			false	2012-03-18	false											OX9930579_1						487	Neisseria meningitidis	9930579_1-sc-2010-05-07-9611		Wellcome Sanger Institute																															
SAMEA1706763	ERS193728									This sample has been submitted by Wellcome Sanger Institute on 2012-11-19; Neisseria meningitidis			false	2013-03-11	false											M08 240475						487	Neisseria meningitidis	M0840475-sc-2012-11-19T15:11:04Z-1515534		Wellcome Sanger Institute																															
SAMEA1706764	ERS193787									This sample has been submitted by Wellcome Sanger Institute on 2012-11-19; Neisseria meningitidis			false	2013-03-11	false											M97 253441						487	Neisseria meningitidis	M9753441-sc-2012-11-19T15:11:56Z-1515593		Wellcome Sanger Institute																															
SAMEA1706765	ERS193863									This sample has been submitted by Wellcome Sanger Institute on 2012-11-19; Neisseria meningitidis			false	2013-03-11	false											M10 240015						487	Neisseria meningitidis	M1040015-sc-2012-11-19T15:13:08Z-1515669		Wellcome Sanger Institute																															
SAMEA1706766	ERS193810									This sample has been submitted by Wellcome Sanger Institute on 2012-11-19; Neisseria meningitidis			false	2013-03-11	false											M09 240078						487	Neisseria meningitidis	0940078a-sc-2012-11-19T15:12:17Z-1515616		Wellcome Sanger Institute																															
SAMEA1706767	ERS193839									This sample has been submitted by Wellcome Sanger Institute on 2012-11-19; Neisseria meningitidis			false	2013-03-11	false											M04 241227						487	Neisseria meningitidis	M0441227-sc-2012-11-19T15:12:44Z-1515645		Wellcome Sanger Institute																															
SAMEA1706768	ERS193727									This sample has been submitted by Wellcome Sanger Institute on 2012-11-19; Neisseria meningitidis			false	2013-03-11	false											M05 240129						487	Neisseria meningitidis	0540129a-sc-2012-11-19T15:11:03Z-1515533		Wellcome Sanger Institute																															
SAMEA1706769	ERS193788									This sample has been submitted by Wellcome Sanger Institute on 2012-11-19; Neisseria meningitidis			false	2013-03-11	false											M10 240219						487	Neisseria meningitidis	1040219a-sc-2012-11-19T15:11:57Z-1515594		Wellcome Sanger Institute																															
